SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP02639,Lenovo,Business Series,i5-12500H,16GB,1TB SSD,Integrated,15.6,FHD,1.7,macOS,Business Series,8.2,No,75000
LTP02640,Dell,Notebook,i7-11800H,8GB,256GB SSD,MX550 2GB,15.6,HD,1.6,Windows 11,Notebook,9.0,No,70000
LTP02641,Lenovo,Notebook,i7-12700H,8GB,1TB SSD,Integrated,14.0,HD,2.0,macOS,Notebook,5.2,No,72000
LTP02642,Acer,Ultrabook,i5-12500H,8GB,512GB SSD,Integrated,14.0,HD,1.1,macOS,Ultrabook,7.7,No,49000
LTP02643,Avita,Notebook,Ryzen 9 5900HS,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Linux,Notebook,7.0,No,66000
LTP02644,Acer,Ultrabook,i9-12900H,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.4,Linux,Ultrabook,5.8,No,105000
LTP02645,Infinix,Notebook,Ryzen 3 3250U,8GB,1TB SSD,Integrated,15.6,FHD,1.8,macOS,Notebook,7.8,No,34000
LTP02646,Lenovo,Netbook,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,13.3,FHD,1.4,Windows 11,Netbook,8.4,No,27000
LTP02647,Infinix,Ultrabook,Ryzen 7 5800H,16GB,1TB SSD,Integrated,14.0,FHD,2.0,Windows 11,Ultrabook,7.1,No,58000
LTP02648,Acer,Ultrabook,Ryzen 5 5600H,4GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.8,Windows 10,Ultrabook,6.9,No,51000
LTP02649,Microsoft,Business Series,i7-1255U,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.1,macOS,Business Series,8.3,No,120000
LTP02650,Microsoft,Business Series,Ryzen 3 3250U,8GB,1TB SSD,Integrated,14.0,FHD,1.7,Linux,Business Series,5.5,No,73000
LTP02651,MSI,Ultrabook,i7-12700H,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.5,macOS,Ultrabook,9.8,No,97000
LTP02652,Microsoft,Gaming Series,i5-12500H,64GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.6,Windows 11,Gaming Series,3.5,Yes,175000
LTP02653,Realme,Notebook,i5-12500H,16GB,256GB SSD,Integrated,15.6,FHD,2.0,Windows 11,Notebook,8.4,No,50000
LTP02654,Microsoft,Notebook,i7-1255U,8GB,256GB SSD,Integrated,15.6,FHD,1.5,Linux,Notebook,5.6,No,91000
LTP02655,ASUS,Notebook,Ryzen 7 5800H,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.5,Linux,Notebook,5.5,No,75000
LTP02656,Infinix,Notebook,Ryzen 7 5800H,16GB,256GB SSD,MX550 2GB,14.0,QHD,2.2,Linux,Notebook,7.6,No,60000
LTP02657,Microsoft,Business Series,Ryzen 9 5900HS,32GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Windows 10,Business Series,5.6,No,131000
LTP02658,Infinix,Ultrabook,Ryzen 7 5800H,8GB,1TB SSD,Integrated,13.3,FHD,1.1,Windows 10,Ultrabook,8.1,No,52000
LTP02659,Microsoft,Notebook,i7-12700H,8GB,256GB SSD,Integrated,15.6,FHD,1.5,macOS,Notebook,6.9,No,93000
LTP02660,Lenovo,Notebook,i5-1135G7,16GB,512GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,8.3,Yes,62000
LTP02661,ASUS,Notebook,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Notebook,8.4,No,75000
LTP02662,MSI,Netbook,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,HD,1.5,Windows 10,Netbook,6.0,No,36619
LTP02663,MSI,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 3070 8GB,15.6,QHD,2.2,Linux,Gaming Series,4.4,No,160000
LTP02664,ASUS,Ultrabook,i3-1115G4,4GB,256GB SSD,GTX 1650 4GB,14.0,QHD,1.1,macOS,Ultrabook,6.7,No,59000
LTP02665,Dell,Ultrabook,Ryzen 9 5900HX,16GB,512GB SSD,Integrated,14.0,HD,1.8,macOS,Ultrabook,7.5,No,81000
LTP02666,Dell,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,GTX 1650 4GB,16.0,QHD,2.3,Windows 11,Gaming Series,4.5,No,145000
LTP02667,Dell,Notebook,i7-1255U,8GB,1TB SSD,Integrated,14.0,QHD,1.6,Linux,Notebook,5.9,Yes,90000
LTP02668,Microsoft,Business Series,i5-12500H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 10,Business Series,6.0,No,83000
LTP02669,Realme,Ultrabook,Ryzen 5 5500U,8GB,512GB SSD,Integrated,13.3,FHD,1.6,Windows 10,Ultrabook,9.2,No,40000
LTP02670,HP,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 4060 8GB,16.0,FHD,2.7,Windows 10,Gaming Series,4.7,No,134000
LTP02671,HP,Notebook,i5-11400H,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Windows 10,Notebook,6.2,No,78000
LTP02672,Realme,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Notebook,7.2,No,65000
LTP02673,Apple,Notebook,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,2.1,macOS,Notebook,14.7,No,132000
LTP02674,Samsung,Gaming Series,Ryzen 7 5800H,32GB,2TB SSD,RTX 3050 4GB,15.6,FHD,2.8,Windows 10,Gaming Series,5.9,No,139000
LTP02675,Lenovo,Netbook,Ryzen 3 3250U,8GB,512GB HDD,MX550 2GB,13.3,HD,1.3,Windows 11,Netbook,6.7,No,31000
LTP02676,Samsung,Gaming Series,i9-12900H,64GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.6,Linux,Gaming Series,5.1,No,201000
LTP02677,Lenovo,Gaming Series,i9-12900H,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.5,Windows 10,Gaming Series,4.6,No,140000
LTP02678,Acer,Notebook,Ryzen 7 5800H,8GB,512GB SSD,Integrated,15.6,HD,1.7,Windows 11,Notebook,5.4,No,51000
LTP02679,Samsung,Netbook,i3-1115G4,4GB,256GB SSD,Integrated,13.3,FHD,1.5,Linux,Netbook,8.5,Yes,29000
LTP02680,MSI,Notebook,i5-11400H,8GB,256GB SSD,Integrated,15.6,QHD,1.7,Windows 10,Notebook,8.4,No,90000
LTP02681,MSI,Notebook,i7-1255U,16GB,256GB SSD,Integrated,14.0,FHD,1.7,Linux,Notebook,6.8,No,101000
LTP02682,Avita,Business Series,i7-12700H,32GB,512GB SSD,MX550 2GB,15.6,FHD,2.2,macOS,Business Series,6.3,No,97000
LTP02683,Avita,Notebook,i5-1135G7,16GB,512GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,8.1,No,61000
LTP02684,Acer,Gaming Series,Ryzen 9 5900HX,32GB,1TB SSD,RTX 3060 6GB,17.3,QHD,2.8,Windows 11,Gaming Series,3.5,No,138000
LTP02685,ASUS,Ultrabook,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.0,Linux,Ultrabook,7.3,No,86000
LTP02686,Avita,Notebook,Ryzen 9 5900HX,8GB,1TB SSD,MX550 2GB,14.0,HD,2.3,Windows 11,Notebook,9.1,No,62000
LTP02687,Infinix,Notebook,i5-1135G7,8GB,512GB SSD,Integrated,14.0,FHD,1.9,Windows 10,Notebook,8.4,No,47000
LTP02688,Acer,Notebook,i3-1215U,16GB,256GB SSD,MX550 2GB,15.6,HD,1.5,Windows 10,Notebook,9.0,No,53000
LTP02689,Infinix,Netbook,i3-1215U,8GB,256GB SSD,Integrated,11.6,HD,1.2,DOS,Netbook,9.8,No,17000
LTP02690,Dell,Netbook,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.0,Linux,Netbook,10.0,No,24000
LTP02691,Acer,Gaming Series,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,17.3,4K,2.5,Linux,Gaming Series,3.3,No,138000
LTP02692,HP,Notebook,i7-11800H,4GB,512GB SSD,MX550 2GB,15.6,FHD,2.2,Windows 11,Notebook,8.8,No,69000
LTP02693,Lenovo,Notebook,i3-1215U,4GB,512GB SSD,MX550 2GB,15.6,HD,1.9,Windows 10,Notebook,9.2,No,43000
LTP02694,Microsoft,Business Series,i5-1135G7,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.1,macOS,Business Series,8.0,No,127000
LTP02695,Samsung,Ultrabook,i7-12700H,16GB,1TB SSD,GTX 1650 4GB,13.3,HD,1.3,Linux,Ultrabook,7.4,No,109000
LTP02696,Avita,Ultrabook,i7-12700H,8GB,512GB SSD,MX550 2GB,13.3,HD,1.6,Linux,Ultrabook,8.0,No,59000
LTP02697,Apple,Notebook,Apple M1 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.8,macOS,Notebook,16.9,No,139000
LTP02698,Microsoft,Netbook,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.1,Linux,Netbook,7.9,No,35930
LTP02699,Apple,Gaming Series,Apple M2,8GB,512GB SSD,Integrated,15.6,Retina,2.3,macOS,Gaming Series,16.0,No,130000
LTP02700,Acer,Business Series,Ryzen 9 5900HX,16GB,1TB SSD,Integrated,14.0,FHD,2.3,Windows 10,Business Series,8.0,No,83000
LTP02701,ASUS,Netbook,i3-1215U,8GB,512GB HDD,MX550 2GB,13.3,HD,1.2,Windows 11,Netbook,9.6,No,37000
LTP02702,Apple,Ultrabook,Apple M2,8GB,512GB SSD,Integrated,14.0,Retina,1.7,macOS,Ultrabook,16.5,No,103000
LTP02703,Apple,Business Series,Apple M1 Pro,16GB,2TB SSD,Integrated,14.0,Retina,1.6,macOS,Business Series,15.0,No,149000
LTP02704,Lenovo,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.1,Windows 11,Gaming Series,5.4,No,126000
LTP02705,Realme,Business Series,i3-1215U,16GB,2TB SSD,Integrated,15.6,HD,1.5,Windows 11,Business Series,7.8,No,69000
LTP02706,Infinix,Notebook,i5-12500H,8GB,1TB SSD,Integrated,15.6,FHD,2.1,macOS,Notebook,6.7,No,45000
LTP02707,Realme,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.3,Windows 11,Gaming Series,3.5,No,97000
LTP02708,Lenovo,Notebook,i9-12900H,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Windows 11,Notebook,5.7,No,91000
LTP02709,Apple,Business Series,Apple M2,16GB,2TB SSD,Integrated,15.6,Retina,1.6,macOS,Business Series,17.7,Yes,134000
LTP02710,MSI,Notebook,i9-12900H,4GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 11,Notebook,7.1,No,95000
LTP02711,Avita,Notebook,i3-1115G4,8GB,1TB SSD,Integrated,14.0,FHD,1.6,Windows 11,Notebook,7.9,No,38000
LTP02712,Infinix,Business Series,Ryzen 9 5900HS,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Business Series,6.5,No,73000
LTP02713,Acer,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4050 6GB,16.0,QHD,2.6,Windows 10,Gaming Series,3.3,Yes,133000
LTP02714,ASUS,Ultrabook,Ryzen 5 5500U,16GB,1TB SSD,Integrated,13.3,FHD,1.2,Windows 11,Ultrabook,8.3,No,64000
LTP02715,Avita,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,15.6,FHD,2.1,macOS,Gaming Series,3.8,No,117000
LTP02716,MSI,Notebook,Ryzen 7 5800H,8GB,256GB SSD,Integrated,15.6,FHD,1.9,macOS,Notebook,7.2,No,80000
LTP02717,MSI,Business Series,i9-12900H,8GB,2TB SSD,GTX 1650 4GB,15.6,FHD,1.6,macOS,Business Series,6.4,No,136000
LTP02718,Samsung,Business Series,Ryzen 5 5500U,8GB,512GB SSD,GTX 1650 4GB,15.6,FHD,1.7,Windows 11,Business Series,7.3,No,72000
LTP02719,Lenovo,Ultrabook,Ryzen 9 5900HX,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.4,Windows 10,Ultrabook,5.4,No,91000
LTP02720,Realme,Notebook,i5-11400H,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,macOS,Notebook,6.2,No,61000
LTP02721,HP,Business Series,i7-1255U,32GB,2TB SSD,Integrated,15.6,FHD,1.8,macOS,Business Series,7.5,Yes,114000
LTP02722,Realme,Ultrabook,Ryzen 9 5900HS,8GB,1TB SSD,Integrated,14.0,QHD,1.7,macOS,Ultrabook,8.1,No,70000
LTP02723,Lenovo,Gaming Series,i9-12900H,16GB,2TB SSD,RTX 4060 8GB,15.6,QHD,2.2,Windows 10,Gaming Series,3.2,No,173000
LTP02724,Avita,Ultrabook,i5-11400H,16GB,256GB SSD,Integrated,13.3,FHD,1.0,Linux,Ultrabook,7.4,No,56000
LTP02725,Infinix,Notebook,i5-11400H,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.1,macOS,Notebook,8.6,No,41000
LTP02726,Lenovo,Gaming Series,Ryzen 7 5800H,32GB,1TB SSD,RTX 4060 8GB,16.0,QHD,2.3,Linux,Gaming Series,5.7,No,154000
LTP02727,Apple,Netbook,Apple M2 Pro,4GB,256GB HDD,Integrated,13.3,Retina,1.3,macOS,Netbook,12.5,No,39079
LTP02728,Acer,Business Series,i9-12900H,8GB,1TB SSD,GTX 1650 4GB,14.0,FHD,2.2,Linux,Business Series,6.6,No,92000
LTP02729,HP,Notebook,Ryzen 3 3250U,8GB,512GB SSD,Integrated,14.0,FHD,1.8,Linux,Notebook,8.0,Yes,40000
LTP02730,Lenovo,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.6,Linux,Ultrabook,7.6,No,89000
LTP02731,Avita,Ultrabook,Ryzen 7 5700U,16GB,256GB SSD,Integrated,13.3,FHD,1.1,Windows 11,Ultrabook,8.5,No,57000
LTP02732,Lenovo,Notebook,Ryzen 5 5500U,8GB,256GB SSD,MX550 2GB,14.0,HD,1.7,Windows 10,Notebook,7.9,No,44000
LTP02733,Samsung,Netbook,i3-1115G4,4GB,512GB HDD,Integrated,11.6,HD,1.3,DOS,Netbook,6.1,No,29000
LTP02734,ASUS,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 3050 4GB,16.0,FHD,2.2,Linux,Gaming Series,5.2,No,90000
LTP02735,Realme,Gaming Series,i7-12700H,8GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.7,macOS,Gaming Series,3.5,No,88000
LTP02736,Lenovo,Netbook,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.1,Windows 11,Netbook,8.7,No,27000
LTP02737,MSI,Notebook,Ryzen 9 5900HX,32GB,1TB SSD,Integrated,15.6,QHD,2.0,Windows 11,Notebook,8.6,No,142000
LTP02738,MSI,Business Series,i5-1135G7,32GB,2TB SSD,Integrated,14.0,FHD,2.2,macOS,Business Series,7.5,Yes,140000
LTP02739,Realme,Notebook,i7-12700H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Linux,Notebook,8.3,No,64000
LTP02740,Apple,Ultrabook,Apple M1 Pro,8GB,256GB SSD,Integrated,14.0,Retina,1.6,macOS,Ultrabook,16.3,No,119000
LTP02741,Dell,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 3050 4GB,17.3,FHD,2.2,macOS,Gaming Series,5.1,No,106000
LTP02742,Infinix,Netbook,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.4,macOS,Netbook,9.1,No,16000
LTP02743,Microsoft,Ultrabook,i3-1215U,8GB,512GB SSD,Integrated,14.0,FHD,1.6,Linux,Ultrabook,9.0,No,70000
LTP02744,Lenovo,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,RTX 4050 6GB,17.3,FHD,2.1,Windows 11,Gaming Series,4.8,No,119000
LTP02745,Realme,Notebook,Ryzen 5 5600H,16GB,512GB SSD,MX550 2GB,15.6,HD,2.2,Windows 10,Notebook,5.8,No,62000
LTP02746,MSI,Notebook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,15.6,FHD,1.7,macOS,Notebook,8.4,No,70000
LTP02747,Apple,Ultrabook,Apple M2 Pro,16GB,256GB SSD,Integrated,13.3,Retina,1.9,macOS,Ultrabook,15.2,No,148000
LTP02748,Dell,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.2,Windows 10,Gaming Series,5.8,No,132000
LTP02749,Infinix,Gaming Series,i9-12900H,32GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.5,Windows 11,Gaming Series,3.1,No,146000
LTP02750,Apple,Ultrabook,Apple M2 Pro,4GB,1TB SSD,Integrated,13.3,Retina,2.0,macOS,Ultrabook,14.6,Yes,125000
LTP02751,ASUS,Business Series,i7-12700H,8GB,2TB SSD,Integrated,15.6,QHD,1.8,Windows 10,Business Series,6.1,No,89000
LTP02752,Avita,Netbook,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,1.3,macOS,Netbook,8.3,No,16000
LTP02753,Avita,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,RTX 3050 4GB,16.0,FHD,2.7,macOS,Gaming Series,3.6,No,84000
LTP02754,Infinix,Ultrabook,Ryzen 3 3250U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.1,macOS,Ultrabook,6.8,No,52000
LTP02755,HP,Notebook,i7-1255U,32GB,256GB SSD,Integrated,14.0,FHD,2.2,macOS,Notebook,5.6,No,99000
LTP02756,Microsoft,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 4050 6GB,15.6,QHD,2.3,Windows 10,Gaming Series,5.5,No,146000
LTP02757,Infinix,Notebook,i3-1115G4,32GB,256GB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,8.8,No,61000
LTP02758,Samsung,Notebook,Ryzen 5 5600H,16GB,512GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,7.9,No,67000
LTP02759,Lenovo,Notebook,i3-1115G4,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,macOS,Notebook,6.8,Yes,49000
LTP02760,Realme,Ultrabook,i7-12700H,8GB,1TB SSD,GTX 1650 4GB,14.0,HD,1.6,macOS,Ultrabook,5.3,No,76000
LTP02761,Realme,Ultrabook,i3-1215U,8GB,1TB SSD,Integrated,14.0,QHD,1.4,Windows 11,Ultrabook,7.2,No,48000
LTP02762,Lenovo,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,GTX 1650 4GB,15.6,FHD,2.7,macOS,Gaming Series,4.4,No,127000
LTP02763,Acer,Ultrabook,i7-12700H,4GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.6,Windows 10,Ultrabook,6.0,No,67000
LTP02764,Samsung,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.7,Linux,Gaming Series,4.7,No,117000
LTP02765,ASUS,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.4,Windows 10,Gaming Series,3.2,No,113000
LTP02766,Avita,Ultrabook,i5-12500H,4GB,256GB SSD,Integrated,14.0,FHD,1.4,Windows 10,Ultrabook,5.2,No,37000
LTP02767,Lenovo,Notebook,i3-1115G4,4GB,512GB SSD,MX550 2GB,15.6,HD,2.2,Windows 11,Notebook,5.8,No,41000
LTP02768,Lenovo,Netbook,i3-1215U,4GB,256GB HDD,Integrated,13.3,HD,1.1,Linux,Netbook,7.5,No,19000
LTP02769,ASUS,Ultrabook,i7-1255U,16GB,512GB SSD,MX550 2GB,13.3,4K,1.3,macOS,Ultrabook,8.6,No,108000
LTP02770,Realme,Business Series,i5-1235U,16GB,512GB SSD,Integrated,15.6,FHD,1.9,macOS,Business Series,6.2,No,72000
LTP02771,HP,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.4,macOS,Netbook,9.4,No,32000
LTP02772,Microsoft,Notebook,i7-12700H,8GB,512GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Notebook,9.8,Yes,100000
LTP02773,Acer,Gaming Series,i9-12900H,32GB,512GB SSD,RTX 3050 4GB,17.3,FHD,2.2,Linux,Gaming Series,5.9,No,137000
LTP02774,Apple,Ultrabook,Apple M1 Pro,4GB,512GB SSD,Integrated,13.3,Retina,1.4,macOS,Ultrabook,15.2,Yes,117000
LTP02775,Lenovo,Business Series,i5-12500H,16GB,2TB SSD,Integrated,15.6,FHD,2.1,Linux,Business Series,8.4,No,88000
LTP02776,Samsung,Business Series,i5-11400H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.5,Linux,Business Series,8.4,No,98000
LTP02777,Samsung,Ultrabook,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,13.3,QHD,1.8,Windows 11,Ultrabook,5.8,No,105000
LTP02778,HP,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4060 8GB,15.6,QHD,2.6,Windows 11,Gaming Series,5.6,No,144000
LTP02779,Realme,Notebook,i5-1235U,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,macOS,Notebook,9.4,No,48000
LTP02780,Dell,Notebook,i9-12900H,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.8,macOS,Notebook,6.0,No,90000
LTP02781,Dell,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.0,DOS,Netbook,6.6,No,30000
LTP02782,Microsoft,Netbook,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.3,Linux,Netbook,8.1,No,26910
LTP02783,Dell,Ultrabook,Ryzen 5 5500U,16GB,1TB SSD,Integrated,14.0,FHD,1.9,Linux,Ultrabook,6.1,No,67000
LTP02784,ASUS,Notebook,i7-11800H,8GB,256GB SSD,Integrated,14.0,FHD,1.5,Linux,Notebook,9.7,No,63000
LTP02785,Realme,Notebook,i7-11800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,6.1,No,73000
LTP02786,HP,Notebook,i5-1235U,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Notebook,6.6,Yes,63000
LTP02787,Microsoft,Ultrabook,Ryzen 7 5800H,8GB,1TB SSD,Integrated,13.3,FHD,1.5,Linux,Ultrabook,7.6,Yes,86000
LTP02788,MSI,Gaming Series,Ryzen 9 5900HX,32GB,512GB SSD,RTX 3050 4GB,17.3,FHD,2.1,Windows 10,Gaming Series,3.8,No,141000
LTP02789,Avita,Ultrabook,Ryzen 5 5600H,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.3,Windows 11,Ultrabook,9.9,No,37000
LTP02790,Lenovo,Business Series,Ryzen 7 5700U,16GB,2TB SSD,Integrated,14.0,FHD,2.0,macOS,Business Series,6.7,No,96000
LTP02791,Dell,Ultrabook,i5-1135G7,8GB,256GB SSD,GTX 1650 4GB,14.0,HD,1.2,Windows 10,Ultrabook,8.3,No,68000
LTP02792,Infinix,Notebook,Ryzen 7 5700U,4GB,1TB SSD,MX550 2GB,14.0,FHD,2.1,Linux,Notebook,7.5,No,47000
LTP02793,Apple,Netbook,Apple M1,4GB,512GB HDD,Integrated,13.3,Retina,1.4,macOS,Netbook,15.5,No,25895
LTP02794,Microsoft,Business Series,i5-1135G7,8GB,2TB SSD,GTX 1650 4GB,15.6,HD,2.2,macOS,Business Series,9.4,No,109000
LTP02795,Lenovo,Netbook,i3-1215U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.5,Windows 11,Netbook,6.5,No,32000
LTP02796,ASUS,Gaming Series,i9-12900H,16GB,2TB SSD,GTX 1650 4GB,16.0,FHD,2.6,Windows 11,Gaming Series,4.5,No,147000
LTP02797,ASUS,Ultrabook,Ryzen 9 5900HX,4GB,1TB SSD,MX550 2GB,14.0,QHD,1.4,macOS,Ultrabook,6.1,No,76000
LTP02798,Infinix,Ultrabook,Ryzen 5 5500U,8GB,256GB SSD,Integrated,14.0,FHD,1.3,Windows 10,Ultrabook,7.1,No,30000
LTP02799,Avita,Notebook,Ryzen 3 3250U,32GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Notebook,5.1,No,74000
LTP02800,ASUS,Ultrabook,i7-1255U,16GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Ultrabook,7.8,No,79000
LTP02801,Samsung,Business Series,i3-1115G4,16GB,1TB SSD,Integrated,15.6,QHD,1.9,Windows 10,Business Series,6.6,No,85000
LTP02802,Samsung,Notebook,i5-11400H,8GB,256GB SSD,MX550 2GB,14.0,FHD,2.1,Linux,Notebook,8.8,No,68000
LTP02803,Acer,Notebook,i3-1115G4,8GB,1TB SSD,Integrated,14.0,FHD,2.2,Windows 10,Notebook,9.0,No,47000
LTP02804,Acer,Notebook,i7-12700H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Windows 11,Notebook,5.7,No,63000
LTP02805,Acer,Business Series,i3-1215U,16GB,1TB SSD,GTX 1650 4GB,15.6,FHD,1.9,Windows 11,Business Series,5.7,No,76000
LTP02806,ASUS,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.5,Linux,Netbook,9.1,No,29000
LTP02807,Lenovo,Gaming Series,Ryzen 7 5800H,32GB,1TB SSD,RTX 4050 6GB,17.3,QHD,2.7,Windows 10,Gaming Series,5.6,No,155000
LTP02808,HP,Notebook,Ryzen 9 5900HS,32GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,macOS,Notebook,9.3,Yes,112000
LTP02809,Realme,Notebook,Ryzen 7 5700U,16GB,512GB SSD,Integrated,15.6,QHD,1.8,Linux,Notebook,7.4,No,68000
LTP02810,HP,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,16.0,FHD,2.7,Windows 11,Gaming Series,4.7,No,120000
LTP02811,Infinix,Notebook,i5-1235U,8GB,1TB SSD,MX550 2GB,14.0,HD,2.2,Linux,Notebook,9.6,No,57000
LTP02812,Microsoft,Ultrabook,Ryzen 9 5900HX,8GB,256GB SSD,GTX 1650 4GB,14.0,QHD,1.6,Linux,Ultrabook,5.5,No,108000
LTP02813,ASUS,Netbook,i3-1215U,4GB,512GB HDD,Integrated,13.3,FHD,1.5,Windows 10,Netbook,7.7,No,21000
LTP02814,Lenovo,Netbook,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.2,Windows 11,Netbook,8.2,No,23000
LTP02815,Apple,Business Series,Apple M2,8GB,2TB SSD,Integrated,15.6,Retina,1.5,macOS,Business Series,15.2,No,139000
LTP02816,Avita,Business Series,Ryzen 3 3250U,16GB,512GB SSD,Integrated,15.6,FHD,2.2,macOS,Business Series,6.0,No,48000
LTP02817,MSI,Business Series,i3-1115G4,16GB,2TB SSD,Integrated,15.6,FHD,2.2,Linux,Business Series,5.5,No,94000
LTP02818,Dell,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3070 8GB,15.6,FHD,2.3,Windows 10,Gaming Series,5.9,Yes,141000
LTP02819,Realme,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,Integrated,14.0,FHD,1.3,Windows 11,Ultrabook,7.3,No,62000
LTP02820,Realme,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3060 6GB,16.0,QHD,2.6,Windows 11,Gaming Series,4.2,No,126000
LTP02821,Acer,Netbook,i3-1215U,8GB,512GB HDD,MX550 2GB,11.6,FHD,1.2,DOS,Netbook,6.3,Yes,32000
